,Score
1893,Unknown
14045,8.32
17041,Unknown
6502,Unknown
4362,6.15
262,7.05
375,7.26
1966,5.29
3957,5.84
1466,5.5
5696,6.22
1243,7.26
15760,Unknown
15260,6.07
11503,5.6
941,5.98
13039,4.76
9663,6.56
3346,6.36
2657,6.65
11045,7.13
10905,Unknown
17383,Unknown
13848,6.33
5326,6.07
12335,7.25
6578,6.68
2799,6.69
4306,7.05
16251,Unknown
16453,7.78
7244,7.28
298,7.83
9241,6.38
15461,6.5
3823,7.14
12499,5.44
7977,5.77
2035,7.16
4039,5.4
10450,6.34
15597,Unknown
10164,Unknown
13576,Unknown
10291,5.32
1499,7.59
3512,5.88
17496,Unknown
8844,6.14
8362,5.89
6828,5.51
7130,6.07
16489,7.44
14460,5.86
4085,6.41
242,6.8
16107,Unknown
1644,6.52
7371,Unknown
13730,5.23
5594,6.33
10948,5.41
14192,7.14
16843,Unknown
5231,6.55
2076,6.39
4103,6.49
7493,7.17
9043,Unknown
5968,Unknown
15834,Unknown
14955,Unknown
10297,Unknown
3966,6.62
13084,Unknown
17393,Unknown
17046,7.39
6754,6.4
16464,7.14
11469,6.14
15755,Unknown
4078,Unknown
7754,6.93
8832,4.0
9462,Unknown
2778,6.53
4603,7.06
4932,4.66
1985,6.33
3861,6.42
7774,6.54
9726,Unknown
325,6.19
10530,7.87
7891,5.05
6394,6.05
14186,Unknown
4054,5.94
2237,6.47
5229,7.48
4571,7.91
8976,Unknown
7454,Unknown
1268,6.97
864,7.36
4942,5.96
2253,7.44
6010,4.87
6911,Unknown
12350,Unknown
6998,5.34
371,7.08
13552,Unknown
12751,Unknown
7940,Unknown
609,6.13
4651,Unknown
15853,5.79
8872,5.62
14772,Unknown
5919,Unknown
14228,6.86
2364,7.17
7766,6.0
7148,5.27
9103,6.08
10635,7.47
3789,5.59
13812,Unknown
5581,6.72
11616,7.13
11367,5.14
15047,6.29
5060,6.28
9615,6.09
4218,5.46
8044,5.6
8671,Unknown
662,7.14
13515,Unknown
12811,7.75
11180,5.13
9311,4.75
2776,7.25
4535,6.15
15676,Unknown
12106,6.61
7189,6.34
15625,5.41
12240,Unknown
5573,4.57
6135,7.58
4427,5.7
10553,Unknown
5247,Unknown
13097,7.85
3981,7.36
9943,6.05
7825,Unknown
11085,8.2
2669,7.27
3977,6.26
12939,5.99
279,6.92
14029,Unknown
13349,6.53
8718,7.6
7452,Unknown
5197,Unknown
9886,9.0
16621,6.61
16989,Unknown
4155,5.7
12749,Unknown
4883,Unknown
5807,5.53
3809,7.09
12494,7.84
10079,5.57
8713,Unknown
11612,Unknown
4683,5.35
13278,4.83
15940,6.75
13535,6.69
5593,6.33
10401,Unknown
13649,6.48
12695,Unknown
6897,7.48
4563,7.85
8376,Unknown
11671,7.52
11866,6.85
1269,6.93
2350,8.02
8745,Unknown
9589,Unknown
1384,7.31
13603,Unknown
9036,Unknown
5856,8.01
297,6.0
8635,6.43
16526,6.12
14648,5.0
16568,6.78
2077,7.31
11793,7.21
15118,Unknown
2229,5.94
2842,6.95
2537,5.62
194,6.28
15710,7.49
7362,7.56
6636,7.41
7498,7.27
13710,Unknown
4042,5.58
6553,6.35
10770,7.06
16497,Unknown
5505,5.1
6854,7.86
6761,6.74
5300,5.89
14612,5.89
320,7.37
7135,7.59
1371,6.25
17415,Unknown
2654,7.12
9099,Unknown
13201,Unknown
3398,7.05
10243,4.98
8532,7.17
12074,Unknown
16825,6.25
13334,7.05
15908,Unknown
926,7.4
244,8.03
7469,Unknown
8207,Unknown
143,7.42
5983,6.21
8151,Unknown
2363,6.69
13857,6.75
129,7.12
1161,5.6
14070,7.23
4282,7.07
5953,6.16
287,7.02
9822,6.18
13818,7.06
5308,6.93
10068,5.33
10680,6.23
16903,Unknown
13383,6.41
8681,Unknown
1170,6.29
16427,Unknown
10374,Unknown
14212,7.2
6792,6.99
13863,6.36
11228,7.14
1859,6.63
11935,6.34
13492,5.41
14314,6.48
6781,6.73
16149,Unknown
11941,Unknown
12826,6.79
3121,6.45
8579,5.88
1311,5.71
1032,6.6
8339,7.74
12604,6.08
6382,8.23
7910,6.43
931,6.11
691,5.96
14703,Unknown
6364,Unknown
1909,6.52
9021,5.8
10273,3.76
16620,6.46
17102,Unknown
44,6.62
3939,5.65
12420,Unknown
7108,Unknown
11638,6.28
4319,6.46
2965,6.09
3969,5.82
9379,7.64
4926,Unknown
15993,6.81
17446,Unknown
7478,3.51
10266,4.44
6308,Unknown
4159,5.75
3092,Unknown
15272,8.15
7954,5.97
5555,7.41
3982,6.26
12492,5.81
6940,6.67
17438,Unknown
1404,Unknown
3195,6.65
11879,6.55
12932,Unknown
12270,5.11
969,6.58
15370,Unknown
6543,5.79
9117,6.35
10076,4.44
2843,7.04
2851,6.42
15603,Unknown
16124,Unknown
5956,6.46
14892,7.52
11220,5.53
15323,Unknown
4471,6.64
14904,Unknown
15206,7.18
1789,6.57
15677,Unknown
2059,5.49
7143,7.46
11773,Unknown
1902,5.43
4686,6.61
17008,8.24
8090,Unknown
4922,6.21
6785,6.69
5877,7.84
9548,Unknown
75,7.56
2345,7.58
6447,6.88
8430,8.57
8622,4.42
4586,6.18
17248,Unknown
12156,5.41
16291,Unknown
15443,Unknown
1553,7.06
5874,6.37
8432,4.92
8975,Unknown
15757,6.4
11258,7.3
6197,7.11
9169,Unknown
14148,6.43
5695,6.2
2941,7.16
15379,Unknown
11776,7.01
16652,Unknown
7381,6.47
15262,Unknown
1620,6.28
5578,7.61
10338,6.7
9993,Unknown
7905,Unknown
10287,7.1
13315,Unknown
17246,6.49
9549,Unknown
15359,Unknown
17213,6.74
6782,6.03
15481,Unknown
17479,Unknown
12631,Unknown
1609,5.78
3096,6.24
2415,6.35
13240,Unknown
2017,7.39
2971,7.19
2931,6.71
3246,7.53
124,6.76
1106,6.88
1814,5.53
14771,Unknown
224,6.68
11533,6.67
8790,Unknown
2123,7.84
17056,Unknown
13218,Unknown
14405,5.83
13531,7.54
8970,7.09
2806,6.85
2197,6.6
4051,6.33
1216,6.28
7701,Unknown
11554,7.07
14158,5.73
725,7.42
12024,4.8
9170,Unknown
808,7.15
12186,5.9
15632,7.28
14176,7.44
15923,6.68
4906,6.29
13172,7.43
3177,5.57
3962,7.38
14659,5.3
2671,7.95
16523,7.56
9427,Unknown
9417,5.48
1764,5.68
13915,8.74
607,6.8
15346,Unknown
12221,6.85
3217,6.67
5737,7.23
8479,Unknown
2053,4.83
11158,6.86
3164,7.71
13247,5.62
14498,7.74
2541,8.07
1657,6.18
16881,Unknown
8069,5.88
16873,7.11
8644,8.22
2710,7.36
6316,7.13
7549,7.76
4266,7.31
6715,7.18
422,7.66
10972,7.23
5316,6.12
8849,5.75
17113,Unknown
9673,7.21
2845,5.55
4066,5.31
16531,Unknown
11576,5.77
5244,6.49
1001,7.14
4198,4.73
2418,6.41
14791,7.27
3575,4.88
6726,6.51
3847,5.26
961,6.26
9772,5.48
15394,Unknown
10398,6.03
13150,Unknown
4887,7.12
757,6.07
5313,6.46
2284,6.69
15910,Unknown
11809,8.45
4827,5.29
8378,Unknown
807,6.88
3907,7.9
7023,5.93
1956,6.03
10637,5.34
9343,8.26
11404,6.87
14814,Unknown
15445,Unknown
2402,5.82
16283,7.14
1073,6.45
13842,6.46
6524,6.47
16115,Unknown
10283,Unknown
17556,Unknown
8095,5.67
14513,6.0
17242,Unknown
15890,6.31
10130,Unknown
14143,6.45
17221,Unknown
15572,6.87
1003,6.69
7658,7.6
16796,6.85
7566,7.05
13376,6.3
12482,7.7
9677,7.41
16922,7.35
5368,6.81
15295,Unknown
9603,7.06
6289,6.1
12547,Unknown
8901,7.38
12016,5.37
985,6.47
11268,6.83
13592,Unknown
6169,6.45
15276,Unknown
7384,Unknown
13143,Unknown
16822,6.38
12247,7.07
10914,7.94
17038,Unknown
9460,Unknown
2462,6.89
13458,5.25
268,6.85
7962,Unknown
3580,6.02
11708,8.79
71,7.32
9454,Unknown
15391,Unknown
14579,6.07
2821,5.84
4524,6.39
589,6.68
13677,7.49
12417,7.66
15661,8.32
10841,6.71
15135,5.97
14702,Unknown
13666,6.04
3758,7.44
6845,5.18
2028,6.87
10850,Unknown
8869,5.93
12973,Unknown
15495,5.4
5454,Unknown
12462,Unknown
14747,Unknown
12367,Unknown
11454,7.39
13725,Unknown
2432,6.39
13782,Unknown
9828,6.61
4647,5.97
8469,5.98
12169,5.88
896,5.66
9803,Unknown
15590,Unknown
1587,6.59
6686,7.06
1719,7.72
6100,7.2
3806,6.45
8806,Unknown
14530,Unknown
3961,6.68
12603,Unknown
7036,8.19
16034,7.66
890,7.72
12101,Unknown
16707,6.03
4006,5.4
4939,5.11
15001,Unknown
12227,5.82
5898,4.97
14239,4.97
15121,6.66
14281,5.14
10991,Unknown
584,6.94
11460,7.14
3932,6.73
1260,7.35
13176,5.21
310,7.49
1716,6.07
11500,5.7
6009,Unknown
2052,4.96
13118,Unknown
4668,7.6
4298,7.25
6646,4.72
3783,7.13
1008,7.13
7347,7.38
15805,5.7
10377,6.22
7409,7.5
15986,Unknown
14348,Unknown
8383,7.3
9878,7.17
13056,Unknown
4059,7.23
8721,Unknown
90,6.83
1987,7.08
13685,6.95
16385,Unknown
14801,7.04
7279,6.47
15209,Unknown
10309,Unknown
11129,7.53
14535,Unknown
9175,Unknown
7192,6.58
9517,Unknown
16417,Unknown
16307,Unknown
2925,6.13
12562,Unknown
8185,5.97
11406,Unknown
5884,6.04
2341,6.96
11744,6.34
14345,Unknown
13439,Unknown
627,6.93
12672,5.89
7545,Unknown
12261,7.21
4765,4.86
15432,Unknown
3672,5.64
15992,5.94
128,7.66
15127,7.41
13119,Unknown
16409,Unknown
4182,5.31
7299,5.96
6995,Unknown
2398,6.64
6305,8.07
1186,7.21
13256,6.97
10703,7.03
3354,5.63
16025,Unknown
5314,6.34
9220,Unknown
4247,6.29
17186,Unknown
11273,Unknown
9107,5.59
9497,Unknown
1096,7.35
11241,Unknown
6653,3.23
11159,5.95
1273,5.72
5698,Unknown
13767,6.39
8728,Unknown
10988,6.42
6797,6.55
9590,Unknown
6615,7.32
3358,4.96
7755,6.58
183,7.16
12370,7.59
14973,6.82
13418,7.65
15956,Unknown
6513,5.56
4567,6.48
6603,Unknown
10686,Unknown
10848,Unknown
16865,Unknown
1961,6.41
4992,Unknown
4891,4.92
8039,7.26
5869,6.79
9570,Unknown
5305,7.61
6226,7.51
14232,Unknown
10939,7.05
13388,5.21
1251,8.08
3176,7.17
3359,5.2
16009,6.53
12116,Unknown
14649,Unknown
16310,6.74
6320,6.25
11481,6.54
7411,5.91
7538,Unknown
14920,6.41
16248,6.54
1051,5.94
13263,Unknown
9221,Unknown
8464,Unknown
10234,Unknown
4763,5.28
9062,Unknown
1874,5.17
9278,Unknown
13022,5.49
7282,6.36
11412,6.12
9008,Unknown
17553,Unknown
14796,6.79
4322,6.44
17229,6.33
9448,Unknown
5831,6.65
15393,Unknown
12714,7.84
13212,Unknown
8684,5.27
14733,Unknown
4485,7.21
14086,7.39
11670,7.15
8615,5.45
3924,6.04
9940,5.03
17122,Unknown
16442,5.62
12648,Unknown
17273,Unknown
13972,7.95
7850,7.3
10854,8.02
15303,Unknown
3113,4.71
3303,5.59
9536,Unknown
1690,6.45
12131,Unknown
11143,7.69
5048,Unknown
16384,Unknown
3308,5.43
1504,Unknown
1806,7.22
3871,6.32
12544,Unknown
3791,6.18
2786,5.45
14639,Unknown
13145,Unknown
1717,7.08
2696,7.35
1848,6.44
4512,6.89
14053,7.03
10623,7.42
6622,7.23
3435,6.33
12785,Unknown
142,8.72
13626,6.49
11175,5.68
6992,Unknown
12730,5.63
12426,7.65
11601,Unknown
1117,6.97
1756,6.84
497,7.68
6751,8.52
870,6.77
3357,5.98
9104,5.45
7678,Unknown
721,7.96
10997,7.48
11265,6.16
886,6.91
17225,Unknown
13876,Unknown
15739,6.4
8347,7.21
9712,6.01
8102,6.2
4876,4.43
10938,7.34
12963,5.43
15546,Unknown
314,8.33
15832,6.11
16647,Unknown
12851,Unknown
14131,Unknown
4204,2.26
5850,5.55
6129,Unknown
5447,5.54
3129,6.89
1996,6.56
14035,Unknown
3968,5.28
14967,7.43
10165,Unknown
336,6.24
10956,6.65
14968,6.19
15867,Unknown
16661,Unknown
2985,7.52
13000,6.24
4620,7.2
6531,Unknown
11669,7.7
16093,7.17
3558,5.89
11001,6.46
4820,6.37
15224,7.74
3416,7.42
307,7.61
7869,7.01
12100,6.62
14367,Unknown
348,8.22
5918,Unknown
16515,Unknown
7243,6.75
17143,Unknown
4482,7.69
11145,5.88
11874,5.68
15058,Unknown
9421,Unknown
10245,7.0
8263,Unknown
12703,5.24
6855,Unknown
15414,Unknown
13534,7.07
15439,Unknown
12680,6.36
1666,7.62
7579,7.39
5570,5.95
9949,5.27
52,8.07
12542,Unknown
6263,5.86
1445,7.37
12382,Unknown
12825,Unknown
1695,6.8
11084,7.63
1574,8.16
14020,Unknown
11395,5.26
4405,5.54
1630,5.71
15929,6.3
1881,6.4
5074,6.38
5509,5.07
16547,6.96
12786,Unknown
9040,Unknown
13237,4.01
13436,Unknown
13102,Unknown
11069,Unknown
186,7.55
11971,Unknown
10022,5.17
5558,Unknown
15473,Unknown
7185,7.21
4143,5.84
14543,6.6
6587,4.18
1234,8.31
13210,6.31
3915,6.66
446,6.93
844,6.06
5201,Unknown
7124,7.39
11994,6.6
16837,7.69
2440,7.14
3103,5.37
11088,Unknown
7692,Unknown
4774,4.64
9718,Unknown
6974,7.39
6094,8.48
9486,7.93
2153,6.62
5518,7.34
15180,Unknown
5067,6.16
11634,7.19
15987,5.49
14585,Unknown
16988,Unknown
15645,Unknown
776,6.95
8417,6.55
6327,6.77
6324,5.96
10345,Unknown
4920,5.3
16433,7.28
9182,8.76
2782,6.99
13337,7.55
3136,7.2
15951,6.56
5462,5.77
3183,5.44
15733,6.33
7522,Unknown
14095,7.62
15043,8.1
3199,6.95
16140,Unknown
1289,6.75
13443,6.17
17156,Unknown
10335,Unknown
17180,6.42
14077,4.83
7542,Unknown
11905,Unknown
12158,Unknown
1879,6.2
16091,Unknown
12593,6.75
5457,4.81
13435,Unknown
16502,5.47
14682,6.88
15720,Unknown
2148,5.45
4131,6.61
1036,7.11
8828,6.84
17166,6.99
12706,6.57
4134,6.82
649,6.75
9275,Unknown
6711,6.74
861,6.68
9095,6.9
191,6.15
8301,5.42
6026,7.89
1942,7.11
10295,Unknown
4331,5.85
16813,Unknown
8775,6.32
15948,7.45
7972,5.0
14641,Unknown
14159,Unknown
14031,Unknown
2775,6.38
4145,5.9
10515,5.04
16309,Unknown
2617,6.72
2411,6.71
1094,5.8
6065,5.81
1546,5.65
4589,8.03
6034,8.4
12788,Unknown
6953,7.32
3135,5.22
3856,7.03
16908,Unknown
6419,7.33
3805,7.22
16447,Unknown
10846,7.25
12478,5.81
7431,6.01
6774,5.25
16512,6.66
464,6.63
1257,6.13
10020,5.42
2259,6.37
5630,7.62
3327,6.65
6231,6.22
7382,6.48
10394,5.25
13352,Unknown
15919,5.56
1262,7.4
16698,Unknown
7212,8.08
975,6.77
13539,Unknown
5866,6.56
9133,7.58
6582,8.67
2387,6.34
17346,Unknown
5021,7.62
7129,5.91
15837,Unknown
11413,6.2
3882,8.04
6055,7.4
11115,7.25
8135,Unknown
16872,Unknown
13466,Unknown
3875,7.23
2789,5.42
9136,7.23
16597,5.59
1857,7.44
16408,Unknown
4108,5.69
5213,5.97
8281,6.46
3255,6.35
7323,7.83
2690,7.11
7389,Unknown
4627,5.95
14317,5.28
1319,8.18
16719,Unknown
17461,Unknown
5162,5.66
15803,7.21
15028,Unknown
12192,6.72
1135,5.83
4529,5.95
11667,7.49
3505,6.3
4749,7.55
10669,6.61
7086,Unknown
12017,6.24
9941,6.07
12517,Unknown
17453,Unknown
6336,7.26
13814,6.43
6982,Unknown
10066,7.23
16129,Unknown
2505,6.1
2904,7.27
570,6.95
1448,7.03
3414,6.1
15268,6.27
13610,Unknown
14468,Unknown
9290,6.06
15062,7.45
6837,7.06
3226,6.96
17350,Unknown
12170,5.25
4383,6.19
9229,Unknown
7845,Unknown
3539,6.37
13357,Unknown
16667,Unknown
2827,7.12
5780,6.33
17472,Unknown
4996,Unknown
1338,7.38
3262,6.17
7876,Unknown
13651,6.76
6838,Unknown
5741,5.77
650,4.75
6039,6.11
11094,7.91
2258,6.65
5395,6.52
16468,6.01
7082,5.86
14711,Unknown
3521,5.5
10922,6.62
14223,5.82
4478,Unknown
5660,5.98
9788,Unknown
67,6.67
10776,Unknown
11388,7.46
17042,Unknown
15009,Unknown
12552,5.9
7609,Unknown
1258,6.23
15122,Unknown
16142,6.54
991,7.39
3504,6.23
8305,8.53
919,7.02
10701,6.36
11678,Unknown
165,6.11
12425,7.21
16189,6.89
9141,Unknown
4594,6.29
15356,6.31
11962,5.6
16295,6.76
2850,6.11
13763,Unknown
17543,Unknown
12537,6.98
14750,Unknown
16853,5.95
4460,6.15
15491,6.23
10697,5.87
6623,7.09
9306,5.17
15891,6.21
8490,6.26
9867,5.68
11539,Unknown
2735,7.22
5669,5.85
12031,6.81
4988,6.03
1205,7.16
2378,5.14
14383,Unknown
4172,6.55
12391,5.37
8092,5.78
12566,Unknown
16638,7.1
2103,6.98
11141,6.55
3759,6.75
14760,6.19
1837,6.82
15205,Unknown
15741,6.85
15459,Unknown
5710,5.57
8799,5.49
4500,Unknown
1093,7.03
16883,Unknown
6718,6.92
13587,7.97
8960,Unknown
160,7.39
203,8.03
6483,5.69
3940,5.46
9555,6.73
4933,7.74
11126,6.87
14633,7.59
7647,5.38
17531,Unknown
1230,6.37
9166,5.22
3046,7.07
7957,6.48
11142,7.06
2915,6.59
16781,Unknown
15624,Unknown
4251,5.56
6111,7.42
6204,6.98
16666,5.19
12226,6.03
2725,7.13
4290,6.65
4334,6.19
13886,6.86
12069,5.69
383,7.76
7485,6.89
4886,7.26
857,6.49
370,7.16
6539,6.76
11441,Unknown
2561,6.67
3801,5.07
10832,Unknown
5455,5.14
15267,6.52
10539,4.87
15567,7.4
6859,6.38
10973,7.3
12862,Unknown
10625,7.27
954,6.92
7404,5.57
5944,7.24
615,7.94
11783,5.23
2575,6.97
53,7.96
16392,7.37
3340,6.32
14343,Unknown
9897,7.74
16764,Unknown
12715,Unknown
13516,5.29
9685,Unknown
5876,6.96
11748,7.41
12841,6.51
8995,Unknown
1812,6.06
15363,Unknown
990,7.3
15499,6.06
14779,Unknown
14403,6.54
11705,7.58
13092,5.89
15894,6.6
8411,7.85
2942,7.06
9480,7.08
3163,6.63
4678,5.79
2618,6.5
3612,7.23
8235,6.88
7871,Unknown
15145,6.45
11618,5.89
3792,6.55
11763,5.48
16084,7.35
9695,4.98
12758,Unknown
10045,Unknown
3439,5.83
1892,5.7
6457,Unknown
249,6.75
5255,Unknown
16758,Unknown
5167,6.16
14607,6.01
6460,Unknown
1505,4.18
13048,Unknown
670,5.15
9471,Unknown
14363,Unknown
897,7.1
3306,5.34
8026,5.24
6239,6.01
10858,6.86
11385,6.36
2890,7.11
6003,Unknown
7739,6.94
14428,Unknown
10813,Unknown
13251,Unknown
13705,6.64
8397,7.24
2,8.24
10562,6.76
15217,6.14
9961,6.35
16111,6.83
12508,5.53
6079,6.91
531,7.11
16340,6.76
8181,Unknown
2604,7.79
6476,6.79
4177,5.18
16059,Unknown
17318,Unknown
11064,4.17
8923,6.15
3406,7.21
10531,Unknown
5991,Unknown
6328,6.06
13207,Unknown
16208,6.27
2565,7.61
2581,7.06
15468,Unknown
11999,Unknown
8385,Unknown
2607,6.53
14547,Unknown
10674,7.05
17120,Unknown
9447,Unknown
2104,6.05
16979,Unknown
13990,5.98
17184,Unknown
4234,5.58
4994,7.48
14146,5.23
5057,6.57
658,7.26
4434,5.46
11676,6.83
717,6.93
3816,6.92
6773,6.75
16296,6.41
16018,7.03
15143,5.32
10664,7.42
9813,Unknown
17088,Unknown
7260,6.79
3904,6.37
13499,Unknown
2679,6.51
9288,Unknown
6811,7.04
13627,Unknown
9359,Unknown
10655,Unknown
3700,6.87
14450,Unknown
1788,7.7
16092,7.08
6314,5.77
3645,6.55
1776,5.82
192,6.31
9012,5.25
12927,6.03
16304,6.39
15737,Unknown
17199,8.44
5388,5.24
12358,Unknown
12994,5.78
4951,6.04
2687,5.4
4390,6.65
11164,Unknown
13220,Unknown
4927,6.46
12532,Unknown
5552,6.94
10799,6.34
14774,5.32
238,6.83
12207,Unknown
16953,Unknown
11169,5.13
12923,Unknown
6901,6.36
13831,5.16
5618,6.37
9137,5.55
13683,6.78
8640,Unknown
5097,Unknown
13676,5.57
14108,Unknown
13026,4.75
3552,7.11
17539,Unknown
3360,6.08
8328,6.5
5628,7.62
10602,Unknown
7751,6.54
5783,5.68
4507,Unknown
16017,Unknown
12174,5.86
146,7.38
14404,Unknown
2294,6.69
16203,Unknown
7178,7.35
11803,6.45
9928,5.05
15999,6.48
8306,5.71
11259,7.3
13595,Unknown
17125,Unknown
15727,6.14
8690,Unknown
7081,Unknown
4733,Unknown
8912,Unknown
4384,6.46
12942,5.67
11281,6.89
16862,Unknown
14616,6.94
4545,7.21
596,7.13
16790,7.59
11510,5.44
13299,6.0
5164,4.79
6038,Unknown
1647,6.48
11821,Unknown
6815,6.9
2700,6.0
11862,7.33
1700,6.99
11502,5.41
10696,7.91
2773,5.78
11134,4.67
6968,5.6
8143,Unknown
6219,6.88
13557,7.32
86,7.23
10500,6.82
10869,6.54
16807,7.27
15489,6.85
16487,7.11
2594,7.02
14059,Unknown
1029,7.15
136,7.34
6972,Unknown
14137,4.83
7024,6.12
11087,7.12
2854,6.56
12601,6.6
1200,6.46
6121,Unknown
9763,4.94
12127,Unknown
8758,Unknown
14576,8.0
6296,6.78
3927,7.05
10105,6.33
11582,6.82
16552,6.12
8468,6.6
3606,6.12
16623,6.07
10551,Unknown
2330,7.12
11707,7.45
2187,6.95
195,7.52
12356,7.38
5059,6.07
802,6.3
2668,8.67
241,8.23
2068,5.47
13911,Unknown
2032,5.13
644,5.74
9116,6.69
5103,7.08
1637,6.94
7552,7.7
8312,6.38
11173,6.02
3074,6.47
9014,Unknown
7296,7.28
3278,8.35
8003,Unknown
10327,5.27
4970,8.65
17342,Unknown
8326,6.86
15037,7.3
6915,6.29
13194,5.71
11961,5.51
10751,Unknown
7829,7.78
62,6.79
14982,Unknown
15051,6.14
16980,Unknown
16436,Unknown
13699,Unknown
13055,6.3
10659,7.2
679,6.61
2041,7.28
8933,6.25
5307,6.21
14974,Unknown
3641,Unknown
15637,7.5
15429,Unknown
3258,6.9
1873,5.47
4744,6.63
10788,Unknown
9909,5.73
2912,5.91
11035,2.3
4027,7.17
5488,5.49
16369,6.75
8024,Unknown
7786,6.09
15336,6.47
15438,Unknown
7240,7.24
6864,6.28
489,7.54
8685,5.4
690,5.69
12013,5.03
602,7.7
10103,6.61
1014,5.76
869,5.54
1993,7.02
12980,6.81
11949,Unknown
10558,Unknown
7610,Unknown
5283,6.11
4370,Unknown
15091,6.72
14318,Unknown
1361,5.24
16709,6.39
1526,7.28
17561,Unknown
1629,5.87
14507,5.49
1551,6.9
13525,Unknown
1184,6.41
1337,7.37
3901,4.81
11202,Unknown
5041,5.99
8252,Unknown
10442,Unknown
13816,Unknown
5039,5.5
2346,8.35
16973,6.53
5485,3.28
6136,6.56
10976,Unknown
5694,7.95
5119,Unknown
5166,4.24
1134,5.61
8342,5.97
10996,7.56
14322,Unknown
10278,4.68
11943,6.34
10451,8.57
4017,7.53
10409,6.4
13303,6.65
2424,6.19
4138,6.48
12048,6.06
859,6.24
2962,6.71
8089,Unknown
15390,Unknown
14631,8.62
16226,5.84
17503,Unknown
12654,Unknown
16079,7.39
1364,6.73
7674,Unknown
1779,6.63
13103,Unknown
2101,7.06
1818,6.72
369,7.08
4937,6.52
10896,5.39
5285,6.12
8367,7.09
15348,Unknown
7071,4.79
12905,6.59
2093,6.08
11336,6.36
11683,8.59
7817,6.82
1920,6.29
82,7.39
7331,7.46
7304,7.21
816,7.34
14664,6.9
4396,6.68
17206,Unknown
8475,5.86
6124,5.68
4120,5.26
16204,7.37
8801,7.92
11107,6.19
1813,5.99
1271,5.66
15528,Unknown
8751,6.6
2994,6.54
14419,6.29
6409,6.1
14665,7.1
2642,6.44
9280,Unknown
13607,Unknown
12700,Unknown
2305,7.07
13781,Unknown
15875,Unknown
4195,5.56
12847,Unknown
15830,5.63
12768,Unknown
12360,7.02
3849,5.47
17436,Unknown
15895,7.13
17205,Unknown
10606,5.8
3554,6.91
12883,Unknown
12690,5.51
2195,7.77
2600,6.01
6163,6.15
1518,6.59
12956,Unknown
12506,7.31
11558,6.9
13307,Unknown
14855,5.95
6309,6.97
10825,6.2
5755,5.94
5633,5.84
8399,Unknown
6241,7.07
10626,Unknown
7162,6.13
11846,6.94
16586,7.64
14268,4.66
13904,Unknown
12712,6.2
11737,6.19
1988,7.48
12968,5.61
9533,Unknown
7737,6.94
517,7.79
10561,5.7
6160,6.47
14173,7.07
16784,Unknown
15281,Unknown
13684,6.89
9607,Unknown
12856,6.31
4456,6.09
2761,6.87
6481,6.68
5911,Unknown
16730,Unknown
6547,Unknown
4855,6.4
7644,Unknown
16578,6.62
8319,4.71
11666,6.5
6358,6.01
9741,6.85
12502,Unknown
2438,6.38
3765,8.01
6432,6.41
8643,5.81
7846,Unknown
13463,7.68
12253,Unknown
9665,6.5
8058,3.41
6340,7.56
4821,6.24
18,7.95
3560,6.1
3951,7.32
49,7.38
3104,5.47
887,5.84
6261,Unknown
7236,7.33
6989,Unknown
6043,8.0
10808,6.66
8708,6.09
3168,7.48
2949,6.09
1424,6.91
139,7.33
10116,Unknown
10570,6.39
3197,5.47
5131,6.12
112,6.21
8160,5.86
16418,Unknown
4559,6.3
4595,7.94
11442,Unknown
4690,8.29
11254,6.9
7951,7.04
15072,4.8
12738,5.64
14119,6.76
3277,8.07
10758,Unknown
4068,6.45
4408,Unknown
13398,Unknown
16270,Unknown
9729,6.51
11414,7.4
10667,Unknown
451,7.47
7262,5.83
3731,6.3
7256,Unknown
16659,Unknown
4986,5.46
3663,6.98
2763,7.06
8850,6.61
13916,6.83
1855,7.87
12812,Unknown
999,6.0
389,7.98
11599,Unknown
6426,5.18
1476,5.88
2240,6.3
10578,Unknown
16830,5.69
8112,6.18
992,7.78
7032,6.81
4997,Unknown
3922,6.63
2972,6.88
11578,5.48
6871,6.66
15188,Unknown
14266,8.38
4769,5.7
1293,7.37
10016,Unknown
11065,3.24
4173,6.21
2535,7.76
16824,Unknown
1907,6.83
15702,7.63
4946,5.46
8560,Unknown
6033,7.85
7619,7.15
1151,7.05
1567,6.84
3171,7.03
15680,8.08
9689,Unknown
7106,5.1
16565,Unknown
4160,5.9
4287,7.51
2230,5.98
14012,7.82
174,6.55
1903,6.23
9291,6.67
8752,6.91
13883,Unknown
3408,4.78
1538,5.67
2292,6.6
9523,Unknown
1363,6.77
4357,Unknown
13924,6.48
5260,7.16
14255,7.95
14364,6.66
680,6.54
13050,7.52
14956,Unknown
3664,8.17
1661,7.37
508,7.32
166,7.14
15692,6.63
9198,5.83
15801,5.42
7365,7.53
1914,5.61
11686,6.25
7263,6.78
3854,5.52
4199,4.94
7361,6.1
10728,Unknown
1104,7.72
12067,5.61
14831,Unknown
9944,5.48
5310,5.76
16879,Unknown
11108,6.66
11156,7.08
5754,5.42
152,6.63
15024,6.76
5679,6.1
12099,5.6
2832,6.76
10744,6.33
17471,Unknown
13342,Unknown
3551,6.32
3722,6.14
13938,7.7
16196,7.31
12541,Unknown
4538,5.06
14080,7.85
10014,Unknown
12278,Unknown
14238,7.65
8463,Unknown
1991,7.57
16714,5.87
8501,8.0
15871,Unknown
5141,Unknown
10743,6.69
11791,6.07
11814,Unknown
